,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine_in_cc,Seats,Make,Model
191,Tata Indica eV2 DL BSIII,100000,120000,Diesel,Manual,2nd Owner,2013,1396,5 Seats,Tata,Indica eV2 DL BSIII
192,Mahindra Bolero Power Plus SLE,600000,184000,Diesel,Manual,2nd Owner,2018,1493,7 Seats,Mahindra,Bolero Power Plus SLE
193,Honda City 1.5 S AT,400000,40000,Petrol,Automatic,1st Owner,2009,1497,5 Seats,Honda,City 1.5 S AT
194,Maruti Ciaz Delta Diesel,625000,55000,Diesel,Manual,1st Owner,2015,1248,5 Seats,Maruti,Ciaz Delta Diesel
195,Hyundai Grand i10 1.2 Kappa Sportz Option,575000,38000,Petrol,Manual,1st Owner,2019,1197,5 Seats,Hyundai,Grand i10 1.2 Kappa Sportz Option
196,Audi Q3 30 TFSI Premium FWD,2350000,40000,Petrol,Automatic,1st Owner,2017,1395,5 Seats,Audi,Q3 30 TFSI Premium FWD
197,Hyundai Santro GS zipDrive - Euro II,135000,60000,Petrol,Manual,2nd Owner,2006,999,5 Seats,Hyundai,Santro GS zipDrive - Euro II
198,Mahindra Bolero SLX,300000,110000,Diesel,Manual,3rd Owner,2009,2523,7 Seats,Mahindra,Bolero SLX
199,Maruti Swift LDI,210000,143000,Diesel,Manual,2nd Owner,2011,1248,5 Seats,Maruti,Swift LDI
200,Tata Indica Aqua 1.3 Quadrajet BSIV,125000,110000,Diesel,Manual,3rd Owner,2012,1248,5 Seats,Tata,Indica Aqua 1.3 Quadrajet BSIV
201,Mahindra KUV 100 mFALCON D75 K4 Plus,475000,58000,Diesel,Manual,1st Owner,2017,1198,6 Seats,Mahindra,KUV 100 mFALCON D75 K4 Plus
202,Honda City i VTEC SV,550000,65000,Petrol,Manual,2nd Owner,2014,1497,5 Seats,Honda,City i VTEC SV
203,Tata Harrier XZ Plus,1700000,50000,Diesel,Manual,1st Owner,2021,1956,5 Seats,Tata,Harrier XZ Plus
204,Tata Zest Revotron 1.2 XT,349000,55000,Petrol,Manual,1st Owner,2015,1193,5 Seats,Tata,Zest Revotron 1.2 XT
205,Land Rover Discovery Sport R-Dynamic SE Diesel,7000000,19500,Diesel,Automatic,1st Owner,2021,1999,7 Seats,Land,Rover Discovery Sport R-Dynamic SE Diesel
206,Mahindra XUV500 AT W10 FWD,925000,78000,Diesel,Automatic,2nd Owner,2016,2179,7 Seats,Mahindra,XUV500 AT W10 FWD
207,Honda City V MT,390000,58000,Petrol,Manual,1st Owner,2010,1497,5 Seats,Honda,City V MT
208,Mahindra XUV500 W10 2WD,1025000,91000,Diesel,Manual,1st Owner,2017,2179,7 Seats,Mahindra,XUV500 W10 2WD
209,Mahindra XUV500 AT W10 1.99 mHawk,1125000,30000,Diesel,Automatic,1st Owner,2016,1997,7 Seats,Mahindra,XUV500 AT W10 1.99 mHawk
210,Maruti Baleno 1.2 Zeta,725000,44153,Petrol,Manual,1st Owner,2018,1197,5 Seats,Maruti,Baleno 1.2 Zeta
211,Mercedes-Benz C-Class C 250d Avantgarde Edition C,3450000,21000,Diesel,Automatic,1st Owner,2018,2143,5 Seats,Mercedes-Benz,C-Class C 250d Avantgarde Edition C
212,Kia Seltos HTX G,1400000,19000,Petrol,Manual,1st Owner,2020,1497,5 Seats,Kia,Seltos HTX G
213,Hyundai Alcazar Signature Diesel AT,1950000,27300,Diesel,Automatic,1st Owner,2021,1493,6 Seats,Hyundai,Alcazar Signature Diesel AT
214,Skoda Superb Laurin & klement,3400000,31001,Petrol,Automatic,1st Owner,2021,1984,5 Seats,Skoda,Superb Laurin & klement
215,Renault KWID 1.0 RXT,310000,50000,Petrol,Manual,1st Owner,2017,999,5 Seats,Renault,KWID 1.0 RXT
216,Maruti Wagon R LXI BSII,130000,77000,Petrol,Manual,2nd Owner,2005,998,5 Seats,Maruti,Wagon R LXI BSII
217,Maruti Swift Dzire AMT VXI,650000,53000,Petrol,Automatic,1st Owner,2018,1197,5 Seats,Maruti,Swift Dzire AMT VXI
218,Datsun RediGO S,275000,20000,Petrol,Manual,1st Owner,2017,799,5 Seats,Datsun,RediGO S
219,Honda Brio S Option MT,350000,72000,Petrol,Manual,1st Owner,2013,1198,5 Seats,Honda,Brio S Option MT
220,Hyundai Creta 1.6 VTVT S,890000,26000,Petrol,Manual,1st Owner,2016,1591,5 Seats,Hyundai,Creta 1.6 VTVT S
221,Honda Amaze S i-Dtech,425000,66000,Diesel,Manual,1st Owner,2015,1498,5 Seats,Honda,Amaze S i-Dtech
222,Jaguar XF 2.2 Litre Luxury,2200000,69619,Diesel,Automatic,1st Owner,2014,2179,5 Seats,Jaguar,XF 2.2 Litre Luxury
223,Maruti Alto K10 VXI AMT,430000,30000,Petrol,Automatic,1st Owner,2018,998,5 Seats,Maruti,Alto K10 VXI AMT
224,Maruti Wagon R LXI Minor,211000,61000,Petrol,Manual,1st Owner,2009,1061,5 Seats,Maruti,Wagon R LXI Minor
225,Renault Duster 110PS Diesel RxZ AMT,975000,31000,Diesel,Automatic,1st Owner,2018,1461,5 Seats,Renault,Duster 110PS Diesel RxZ AMT
226,Volkswagen Polo GT TSI,625000,66000,Petrol,Automatic,1st Owner,2015,1197,5 Seats,Volkswagen,Polo GT TSI
227,Land Rover Discovery Sport R-Dynamic SE,7200000,7700,Petrol,Automatic,1st Owner,2021,1997,7 Seats,Land,Rover Discovery Sport R-Dynamic SE
228,Mahindra XUV700 AX3 AT,1750000,9000,Petrol,Automatic,1st Owner,2022,1999,5 Seats,Mahindra,XUV700 AX3 AT
229,Tata Tigor 1.2 Revotron XT,340000,60000,Petrol,Manual,2nd Owner,2017,1199,5 Seats,Tata,Tigor 1.2 Revotron XT
230,Skoda Fabia 1.2 MPI Active,110000,110000,Petrol,Manual,3rd Owner,2009,1198,5 Seats,Skoda,Fabia 1.2 MPI Active
231,Kia Seltos HTX Plus AT D,1675000,51001,Diesel,Automatic,1st Owner,2020,1493,5 Seats,Kia,Seltos HTX Plus AT D
232,Jeep Compass 2.0 Limited Plus AT,2100000,56207,Diesel,Automatic,1st Owner,2020,1956,5 Seats,Jeep,Compass 2.0 Limited Plus AT
233,Mercedes-Benz GLA Class 200 d Sport,2690000,58000,Diesel,Automatic,1st Owner,2019,2143,5 Seats,Mercedes-Benz,GLA Class 200 d Sport
234,Hyundai i20 Diesel Sportz,650000,73290,Diesel,Manual,1st Owner,2018,1396,5 Seats,Hyundai,i20 Diesel Sportz
235,Hyundai Verna 1.6 CRDi S,790000,44283,Diesel,Manual,1st Owner,2017,1582,5 Seats,Hyundai,Verna 1.6 CRDi S
236,Maruti Celerio VXI AT,425000,48000,Petrol,Automatic,1st Owner,2016,998,5 Seats,Maruti,Celerio VXI AT
237,Honda City 1.5 S MT,340000,107500,Petrol,Manual,3rd Owner,2010,1497,5 Seats,Honda,City 1.5 S MT
238,Maruti Swift 1.3 LXI,99999,80000,Petrol,Manual,3rd Owner,2007,1298,5 Seats,Maruti,Swift 1.3 LXI
239,Maruti SX4 Celebration Petrol,200000,90000,Petrol,Manual,2nd Owner,2009,1586,5 Seats,Maruti,SX4 Celebration Petrol
240,Maruti Vitara Brezza LXI,775000,10000,Petrol,Manual,1st Owner,2021,1462,5 Seats,Maruti,Vitara Brezza LXI
241,Maruti Wagon R LXI BS IV,215000,120000,Petrol,Manual,1st Owner,2011,998,5 Seats,Maruti,Wagon R LXI BS IV
242,Maruti Wagon R LXI BS IV,237000,120000,Petrol,Manual,1st Owner,2011,998,5 Seats,Maruti,Wagon R LXI BS IV
243,Maruti Zen LX,55000,90000,Petrol,Manual,3rd Owner,2002,993,5 Seats,Maruti,Zen LX
244,Mahindra KUV 100 NXT G80 K2,425000,46000,Petrol,Manual,1st Owner,2018,1198,6 Seats,Mahindra,KUV 100 NXT G80 K2
245,Nissan Sunny XL D,575000,28000,Diesel,Manual,1st Owner,2017,1461,5 Seats,Nissan,Sunny XL D
246,Honda WR-V SV,825000,24000,Petrol,Manual,1st Owner,2020,1199,5 Seats,Honda,WR-V SV
247,Honda WR-V i-VTEC S,690000,23000,Petrol,Manual,1st Owner,2018,1199,5 Seats,Honda,WR-V i-VTEC S
248,Honda WR-V i-VTEC VX,775000,24300,Petrol,Manual,1st Owner,2018,1199,5 Seats,Honda,WR-V i-VTEC VX
249,Honda WR-V i-VTEC VX,790000,51000,Petrol,Manual,1st Owner,2019,1199,5 Seats,Honda,WR-V i-VTEC VX
250,Kia Seltos GTX Plus DCT,1490000,6000,Petrol,Automatic,1st Owner,2020,1353,5 Seats,Kia,Seltos GTX Plus DCT
251,Kia Seltos GTX Plus DCT,1725000,12600,Petrol,Automatic,1st Owner,2021,1353,5 Seats,Kia,Seltos GTX Plus DCT
252,Jeep Meridian Limited Opt AT 4x4,3700000,3500,Diesel,Automatic,1st Owner,2022,1956,7 Seats,Jeep,Meridian Limited Opt AT 4x4
253,Hyundai i10 Era,229999,120000,Petrol,Manual,1st Owner,2011,1086,5 Seats,Hyundai,i10 Era
254,Hyundai Grand i10 Nios Sportz CNG,750000,5000,Cng,Manual,1st Owner,2022,1197,5 Seats,Hyundai,Grand i10 Nios Sportz CNG
255,Hyundai Santro Xing GLS,135000,120000,Petrol,Manual,4th Owner,2010,1086,5 Seats,Hyundai,Santro Xing GLS
256,Honda Jazz V CVT,695000,40000,Petrol,Automatic,1st Owner,2018,1199,5 Seats,Honda,Jazz V CVT
257,Honda City i-VTEC V,785000,96000,Petrol,Manual,1st Owner,2018,1497,5 Seats,Honda,City i-VTEC V
258,Honda City 1.5 S MT,325000,67000,Petrol,Manual,2nd Owner,2010,1497,5 Seats,Honda,City 1.5 S MT
259,Honda City i-VTEC V,790000,72000,Petrol,Manual,1st Owner,2018,1497,5 Seats,Honda,City i-VTEC V
260,Hyundai i10 Magna,321000,89000,Petrol,Manual,1st Owner,2013,1197,5 Seats,Hyundai,i10 Magna
261,Volkswagen Polo Diesel Trendline 1.2L,330000,64000,Diesel,Manual,1st Owner,2011,1199,5 Seats,Volkswagen,Polo Diesel Trendline 1.2L
262,Maruti Swift Vdi BSIII,200000,120000,Diesel,Manual,3rd Owner,2010,1248,5 Seats,Maruti,Swift Vdi BSIII
263,Honda Jazz 1.2 SV i VTEC,540000,42000,Petrol,Manual,1st Owner,2017,1199,5 Seats,Honda,Jazz 1.2 SV i VTEC
264,Datsun RediGO T,270000,55000,Petrol,Manual,1st Owner,2017,799,5 Seats,Datsun,RediGO T
265,Hyundai Santro Era Executive BSIV,495000,30000,Petrol,Manual,1st Owner,2019,1086,5 Seats,Hyundai,Santro Era Executive BSIV
266,Tata Hexa XTA,1000000,86500,Diesel,Automatic,2nd Owner,2017,2179,7 Seats,Tata,Hexa XTA
267,Honda CR-V 2.4L 4WD AT,1050000,59000,Petrol,Automatic,1st Owner,2014,2354,5 Seats,Honda,CR-V 2.4L 4WD AT
268,Hyundai EON Era Plus,310000,15000,Petrol,Manual,1st Owner,2018,814,5 Seats,Hyundai,EON Era Plus
269,Mahindra Scorpio S7 140 BSIV,1200000,70000,Diesel,Manual,1st Owner,2019,2179,7 Seats,Mahindra,Scorpio S7 140 BSIV
270,Volkswagen Polo ALLSTAR 1.2 MPI,600000,50000,Petrol,Manual,2nd Owner,2017,1198,5 Seats,Volkswagen,Polo ALLSTAR 1.2 MPI
271,Chevrolet Cruze LT,300000,110000,Diesel,Manual,1st Owner,2012,1991,5 Seats,Chevrolet,Cruze LT
272,Tata Nexon XMA AMT,925000,13700,Petrol,Automatic,1st Owner,2021,1199,5 Seats,Tata,Nexon XMA AMT
273,Maruti Swift VXI BSIV,570000,25000,Petrol,Manual,1st Owner,2019,1197,5 Seats,Maruti,Swift VXI BSIV
274,Ford Ecosport Sports Diesel,1100000,20000,Diesel,Manual,1st Owner,2021,1498,5 Seats,Ford,Ecosport Sports Diesel
275,Jaguar XF 2.2 Litre Luxury,1800000,70000,Diesel,Automatic,2nd Owner,2014,2179,5 Seats,Jaguar,XF 2.2 Litre Luxury
276,Tata Indica TDI LX,100000,35000,Diesel,Manual,3rd Owner,2013,1405,5 Seats,Tata,Indica TDI LX
277,Toyota Fortuner 4X4 Diesel AT,4350000,26629,Diesel,Automatic,1st Owner,2021,2755,7 Seats,Toyota,Fortuner 4X4 Diesel AT
278,Mercedes-Benz C-Class Progressive C 220d,4650000,20000,Diesel,Automatic,1st Owner,2019,1950,5 Seats,Mercedes-Benz,C-Class Progressive C 220d
279,Mercedes-Benz GLC Progressive 220d,5395000,33000,Diesel,Automatic,1st Owner,2019,2143,5 Seats,Mercedes-Benz,GLC Progressive 220d
280,BMW 3 Series Gran Limousine 330Li M Sport First Edition,6175000,25000,Petrol,Automatic,1st Owner,2021,1998,5 Seats,BMW,3 Series Gran Limousine 330Li M Sport First Edition
281,Audi Q3 30 TDI,2795000,55291,Diesel,Manual,1st Owner,2017,1968,5 Seats,Audi,Q3 30 TDI
282,Mercedes-Benz C-Class C 220 CDI Avantgarde,1650000,58500,Diesel,Automatic,1st Owner,2013,2143,5 Seats,Mercedes-Benz,C-Class C 220 CDI Avantgarde
283,Audi Q7 45 TDI Quattro Technology,7250000,15000,Diesel,Automatic,1st Owner,2018,2967,7 Seats,Audi,Q7 45 TDI Quattro Technology
284,Renault Duster 85PS Diesel RxL Option,650000,90000,Diesel,Manual,1st Owner,2014,1461,5 Seats,Renault,Duster 85PS Diesel RxL Option
285,Audi Q3 35 TDI Quattro Premium,1300000,64000,Diesel,Automatic,2nd Owner,2012,1968,5 Seats,Audi,Q3 35 TDI Quattro Premium
286,Maruti Zen LXI,400000,132596,Petrol,Manual,2nd Owner,2004,993,5 Seats,Maruti,Zen LXI
287,Maruti Swift VXI BSIII,154000,99673,Petrol,Manual,3rd Owner,2008,1298,5 Seats,Maruti,Swift VXI BSIII
288,Tata Nexon EV Prime XZ Plus LUX,418000,24374,Electric,Automatic,1st Owner,2021,0,5 Seats,Tata,Nexon EV Prime XZ Plus LUX
289,Volkswagen Vento Petrol Highline AT,392000,69828,Petrol,Automatic,3rd Owner,2011,1598,5 Seats,Volkswagen,Vento Petrol Highline AT
290,Maruti Baleno 1.2 Alpha,594000,72820,Petrol,Manual,2nd Owner,2016,1197,5 Seats,Maruti,Baleno 1.2 Alpha
291,Mercedes-Benz C-Class Progressive C 220d,3724000,20785,Diesel,Automatic,1st Owner,2019,1950,5 Seats,Mercedes-Benz,C-Class Progressive C 220d
292,Maruti Swift Dzire VXI AT Optional,588000,31172,Petrol,Automatic,2nd Owner,2016,1197,5 Seats,Maruti,Swift Dzire VXI AT Optional
293,Hyundai Grand i10 Sportz,451999,24395,Petrol,Manual,1st Owner,2016,1197,5 Seats,Hyundai,Grand i10 Sportz
294,MG Hector Sharp DCT,1825000,11050,Petrol,Automatic,1st Owner,2021,1451,5 Seats,MG,Hector Sharp DCT
295,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,774000,123394,Diesel,Manual,2nd Owner,2013,2494,7 Seats,Toyota,Innova 2.5 GX (Diesel) 7 Seater BS IV
296,Maruti Swift ZDi,421000,105053,Diesel,Manual,2nd Owner,2013,1248,5 Seats,Maruti,Swift ZDi
297,Hyundai i20 Sportz,844000,10283,Petrol,Manual,1st Owner,2021,1197,5 Seats,Hyundai,i20 Sportz
298,Tata Harrier XZ Plus Dark Edition,2199000,2443,Diesel,Manual,1st Owner,2022,1956,5 Seats,Tata,Harrier XZ Plus Dark Edition
299,Toyota Fortuner 2.7 2WD AT,3100000,44000,Petrol,Automatic,2nd Owner,2019,2694,7 Seats,Toyota,Fortuner 2.7 2WD AT
300,Audi Q5 3.0 TDI Quattro,994999,68000,Diesel,Automatic,3rd Owner,2011,2967,5 Seats,Audi,Q5 3.0 TDI Quattro
301,Mahindra Ssangyong Rexton RX7,975000,72000,Diesel,Automatic,1st Owner,2013,2696,7 Seats,Mahindra,Ssangyong Rexton RX7
302,Hyundai i10 Magna 1.1L,225000,38000,Petrol,Manual,1st Owner,2011,1086,5 Seats,Hyundai,i10 Magna 1.1L
303,Maruti Swift Dzire VXI 1.2 BS IV,650000,65000,Petrol,Manual,1st Owner,2019,1197,5 Seats,Maruti,Swift Dzire VXI 1.2 BS IV
304,Audi Q7 45 TDI Quattro Premium Plus,1875000,43000,Diesel,Automatic,2nd Owner,2014,2967,7 Seats,Audi,Q7 45 TDI Quattro Premium Plus
305,Hyundai i10 Sportz 1.1L,425000,52000,Petrol,Manual,2nd Owner,2014,1086,5 Seats,Hyundai,i10 Sportz 1.1L
306,Mahindra XUV500 W8 FWD,745000,117000,Diesel,Manual,1st Owner,2012,2179,7 Seats,Mahindra,XUV500 W8 FWD
307,Hyundai Verna 1.6 VTVT SX Option,825000,84000,Petrol,Manual,1st Owner,2016,1591,5 Seats,Hyundai,Verna 1.6 VTVT SX Option
308,Maruti Alto 800 LXI,204000,45080,Petrol,Manual,3rd Owner,2015,796,5 Seats,Maruti,Alto 800 LXI
309,Maruti Eeco 5 Seater AC BSIV,470000,39341,Petrol,Manual,1st Owner,2019,1196,5 Seats,Maruti,Eeco 5 Seater AC BSIV
310,Mahindra Scorpio 2.6 Turbo 7 Str,330000,133000,Diesel,Manual,1st Owner,2007,2609,8 Seats,Mahindra,Scorpio 2.6 Turbo 7 Str
311,Mahindra e2o T2,321000,54112,Electric,Automatic,1st Owner,2014,0,5 Seats,Mahindra,e2o T2
312,Hyundai i20 Sportz Plus BSIV,819999,14824,Petrol,Manual,1st Owner,2020,1197,5 Seats,Hyundai,i20 Sportz Plus BSIV
313,Honda City i VTEC VX,925000,82500,Petrol,Manual,1st Owner,2017,1497,5 Seats,Honda,City i VTEC VX
314,Kia Seltos HTK Plus G,1349000,17922,Petrol,Manual,1st Owner,2020,1497,5 Seats,Kia,Seltos HTK Plus G
315,BMW X7 xDrive 40i,12300000,13000,Petrol,Automatic,1st Owner,2019,2998,7 Seats,BMW,X7 xDrive 40i
316,Mitsubishi Pajero Sport 4X4 AT,1675000,85000,Diesel,Automatic,1st Owner,2015,2477,6 Seats,Mitsubishi,Pajero Sport 4X4 AT
317,Hyundai Grand i10 AT Asta,575000,67000,Petrol,Automatic,1st Owner,2015,1197,5 Seats,Hyundai,Grand i10 AT Asta
318,Honda Jazz V CVT,745000,35000,Petrol,Automatic,1st Owner,2018,1199,5 Seats,Honda,Jazz V CVT
319,Maruti Alto 800 LXI,345000,53000,Petrol,Manual,1st Owner,2016,796,5 Seats,Maruti,Alto 800 LXI
320,MG Hector Hybrid Sharp MT,2075000,598,Petrol,Manual,1st Owner,2022,1451,5 Seats,MG,Hector Hybrid Sharp MT
321,Maruti Ertiga ZDI Plus,892000,75727,Diesel,Manual,1st Owner,2019,1248,7 Seats,Maruti,Ertiga ZDI Plus
322,Kia Seltos GTX Plus DCT,1889999,7000,Petrol,Automatic,1st Owner,2020,1353,5 Seats,Kia,Seltos GTX Plus DCT
323,Maruti Vitara Brezza ZDi Plus Dual Tone,858000,62403,Diesel,Manual,1st Owner,2016,1248,5 Seats,Maruti,Vitara Brezza ZDi Plus Dual Tone
324,Volkswagen Polo 1.5 TDI Comfortline,453000,44487,Diesel,Manual,2nd Owner,2014,1498,5 Seats,Volkswagen,Polo 1.5 TDI Comfortline
325,Mercedes-Benz C-Class Progressive C 220d,3900000,24000,Diesel,Automatic,2nd Owner,2020,1950,5 Seats,Mercedes-Benz,C-Class Progressive C 220d
326,Toyota Innova Crysta 2.4 ZX AT,2850000,47000,Diesel,Automatic,1st Owner,2020,2393,7 Seats,Toyota,Innova Crysta 2.4 ZX AT
327,Hyundai i10 Magna 1.1L,190000,31212,Petrol,Manual,1st Owner,2008,1086,5 Seats,Hyundai,i10 Magna 1.1L
328,Skoda Superb Laurin & klement,3365000,17776,Petrol,Automatic,1st Owner,2020,1984,5 Seats,Skoda,Superb Laurin & klement
329,Hyundai Verna 1.6 CRDi S,658000,31837,Diesel,Manual,2nd Owner,2015,1582,5 Seats,Hyundai,Verna 1.6 CRDi S
330,Audi A3 35 TDI Premium Plus,2580000,39000,Diesel,Automatic,1st Owner,2020,1968,5 Seats,Audi,A3 35 TDI Premium Plus
331,Maruti Alto LXi BSIII,120000,78000,Petrol,Manual,2nd Owner,2006,796,5 Seats,Maruti,Alto LXi BSIII
332,Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,1185000,31000,Petrol,Automatic,1st Owner,2020,1497,5 Seats,Ford,Ecosport 1.5 Petrol Titanium Plus AT BSIV
333,Maruti Swift VDI,388000,115986,Diesel,Manual,2nd Owner,2013,1248,5 Seats,Maruti,Swift VDI
334,Toyota Etios G SP,392000,73029,Petrol,Manual,2nd Owner,2014,1496,5 Seats,Toyota,Etios G SP
335,Hyundai Verna 1.6 SX VTVT AT,635000,25000,Petrol,Automatic,2nd Owner,2013,1591,5 Seats,Hyundai,Verna 1.6 SX VTVT AT
336,Honda Amaze E i-Dtech,244000,74809,Diesel,Manual,1st Owner,2013,1498,5 Seats,Honda,Amaze E i-Dtech
337,Hyundai i20 1.2 Magna,272000,33560,Petrol,Manual,1st Owner,2011,1197,5 Seats,Hyundai,i20 1.2 Magna
338,Hyundai i10 Sportz AT,286000,40821,Petrol,Automatic,1st Owner,2011,1197,5 Seats,Hyundai,i10 Sportz AT
339,Mercedes-Benz C-Class C 220 CDI Celebration Edition,1575000,58000,Diesel,Automatic,2nd Owner,2014,2143,5 Seats,Mercedes-Benz,C-Class C 220 CDI Celebration Edition
340,Ford Figo Petrol EXI,163000,75991,Petrol,Manual,2nd Owner,2010,1196,5 Seats,Ford,Figo Petrol EXI
341,Maruti Swift ZXI ABS,178000,136432,Petrol,Manual,2nd Owner,2008,1298,5 Seats,Maruti,Swift ZXI ABS
342,Maruti Alto LXi BSIII,84778,70229,Petrol,Manual,4th Owner,2008,796,5 Seats,Maruti,Alto LXi BSIII
343,Toyota Innova Crysta 2.8 GX AT 8S BSIV,1725000,83000,Diesel,Automatic,2nd Owner,2016,2755,8 Seats,Toyota,Innova Crysta 2.8 GX AT 8S BSIV
344,Hyundai Santro Xing GLS,111000,51915,Petrol,Manual,1st Owner,2008,1086,5 Seats,Hyundai,Santro Xing GLS
345,Volkswagen Polo GT TSI,550000,63100,Petrol,Automatic,2nd Owner,2014,1197,5 Seats,Volkswagen,Polo GT TSI
346,Mercedes-Benz GLE 250d,4800000,54000,Diesel,Automatic,2nd Owner,2017,2143,5 Seats,Mercedes-Benz,GLE 250d
347,BMW X1 sDrive20d xLine,4550000,9000,Diesel,Automatic,1st Owner,2021,1995,5 Seats,BMW,X1 sDrive20d xLine
348,Hyundai Santro Xing GL Plus,325000,46833,Petrol,Manual,1st Owner,2012,1086,5 Seats,Hyundai,Santro Xing GL Plus
349,Hyundai Verna 1.6 CRDi EX MT,525000,78744,Diesel,Manual,2nd Owner,2012,1582,5 Seats,Hyundai,Verna 1.6 CRDi EX MT
350,Maruti Swift VDI BSIV,490000,79542,Diesel,Manual,2nd Owner,2014,1248,5 Seats,Maruti,Swift VDI BSIV
351,Honda City 1.5 V AT,459999,96000,Petrol,Automatic,2nd Owner,2010,1497,5 Seats,Honda,City 1.5 V AT
352,Kia Sonet GTX Plus Turbo iMT,1325000,13000,Petrol,Manual,1st Owner,2021,998,5 Seats,Kia,Sonet GTX Plus Turbo iMT
353,Maruti Swift VDI BSIV,380000,44521,Diesel,Manual,1st Owner,2010,1248,5 Seats,Maruti,Swift VDI BSIV
354,Hyundai Grand i10 1.2 Kappa Sportz Option AT,547000,29927,Petrol,Automatic,2nd Owner,2017,1197,5 Seats,Hyundai,Grand i10 1.2 Kappa Sportz Option AT
355,Honda CR-V 2.0L 2WD AT,1975000,48019,Petrol,Automatic,1st Owner,2017,1997,5 Seats,Honda,CR-V 2.0L 2WD AT
356,Hyundai Grand i10 Asta Option,675000,27311,Petrol,Manual,2nd Owner,2017,1197,5 Seats,Hyundai,Grand i10 Asta Option
357,Mahindra XUV500 W11 Option AWD,2050000,14000,Diesel,Manual,1st Owner,2021,2179,7 Seats,Mahindra,XUV500 W11 Option AWD
358,Hyundai i10 Magna 1.2,315000,64640,Petrol,Manual,1st Owner,2009,1197,5 Seats,Hyundai,i10 Magna 1.2
359,Honda City i VTEC S,499000,96505,Petrol,Manual,2nd Owner,2012,1497,5 Seats,Honda,City i VTEC S
360,Toyota Fortuner 2.8 2WD AT BSIV,3200000,90479,Diesel,Automatic,1st Owner,2018,2755,7 Seats,Toyota,Fortuner 2.8 2WD AT BSIV
361,Hyundai Venue S Opt,965000,3500,Petrol,Manual,1st Owner,2022,1197,5 Seats,Hyundai,Venue S Opt
362,Tata Nexon 1.2 Revotron XT,855000,42374,Petrol,Manual,1st Owner,2018,1198,5 Seats,Tata,Nexon 1.2 Revotron XT
363,Maruti Baleno 1.3 Alpha,710000,45879,Diesel,Manual,1st Owner,2016,1248,5 Seats,Maruti,Baleno 1.3 Alpha
364,Maruti Ciaz VDi Plus SHVS,572000,120000,Diesel,Manual,2nd Owner,2016,1248,5 Seats,Maruti,Ciaz VDi Plus SHVS
365,Hyundai Grand i10 Asta,470000,89680,Petrol,Manual,2nd Owner,2015,1197,5 Seats,Hyundai,Grand i10 Asta
366,BMW 3 Series 320d,1275000,99000,Diesel,Automatic,3rd Owner,2012,1995,5 Seats,BMW,3 Series 320d
367,Maruti Zen VXI,110000,90000,Petrol,Manual,3rd Owner,1998,993,5 Seats,Maruti,Zen VXI
368,BMW X5 xDrive 30d Design Pure Experience 5 Seater,5975000,27000,Diesel,Automatic,1st Owner,2018,2993,5 Seats,BMW,X5 xDrive 30d Design Pure Experience 5 Seater
369,Skoda Superb Elegance 2.0 TDI CR AT,1465000,79776,Diesel,Automatic,1st Owner,2015,1968,5 Seats,Skoda,Superb Elegance 2.0 TDI CR AT
370,Toyota Land Cruiser Prado TX,5400000,67000,Diesel,Automatic,1st Owner,2011,2982,7 Seats,Toyota,Land Cruiser Prado TX
371,Skoda Octavia 2.0 TDI MT Style,1475000,108000,Diesel,Manual,1st Owner,2017,1968,5 Seats,Skoda,Octavia 2.0 TDI MT Style
372,Volkswagen Vento 1.5 TDI Highline BSIV,944999,58000,Diesel,Manual,1st Owner,2019,1498,5 Seats,Volkswagen,Vento 1.5 TDI Highline BSIV
373,Skoda Octavia 1.8 TSI AT L K,2275000,32067,Petrol,Automatic,1st Owner,2018,1798,5 Seats,Skoda,Octavia 1.8 TSI AT L K
374,Toyota Innova Crysta 2.4 VX MT BSIV,1950000,52187,Diesel,Manual,2nd Owner,2017,2393,7 Seats,Toyota,Innova Crysta 2.4 VX MT BSIV
375,BMW 5 Series 530d M Sport,5875000,17100,Diesel,Automatic,1st Owner,2019,2993,5 Seats,BMW,5 Series 530d M Sport
376,MG Hector Plus Sharp DCT,1939999,9562,Petrol,Automatic,1st Owner,2021,1451,6 Seats,MG,Hector Plus Sharp DCT
377,MG Hector Sharp Diesel MT BSIV,1810000,36388,Diesel,Manual,1st Owner,2019,1956,5 Seats,MG,Hector Sharp Diesel MT BSIV
378,Mercedes-Benz C-Class C 250 CDI Elegance,975000,45000,Diesel,Automatic,2nd Owner,2011,2143,5 Seats,Mercedes-Benz,C-Class C 250 CDI Elegance
379,Jeep Compass 2.0 Sport Plus BSIV,1775000,36149,Diesel,Manual,1st Owner,2019,1956,5 Seats,Jeep,Compass 2.0 Sport Plus BSIV
380,Kia Seltos GTX Plus,1695000,20155,Petrol,Manual,1st Owner,2020,1353,5 Seats,Kia,Seltos GTX Plus
381,MG Hector Sharp AT BSIV,1675000,51904,Petrol,Automatic,1st Owner,2019,1451,5 Seats,MG,Hector Sharp AT BSIV
382,Volkswagen Polo GT TSI,725000,54000,Petrol,Automatic,1st Owner,2015,1197,5 Seats,Volkswagen,Polo GT TSI
